question,answer_expected,ground_truth,doc_file,department
"Trong trường hợp đề án không đạt yêu cầu, học viên được chỉnh sửa và đánh giá lần thứ hai trong thời hạn bao lâu tính từ ngày họp hội đồng lần thứ nhất, và có được tổ chức đánh giá lần thứ ba không?","Học viên được đánh giá lần thứ hai trong thời hạn 45 ngày tính từ ngày họp hội đồng đánh giá lần thứ nhất, và không tổ chức đánh giá đề án lần thứ ba.","|    5 | Việc tổ chức làm và đánh giá đồ án, đề án, luận văn tốt nghiệp                                                                             | - Người học - Người hướng dẫn - Thành viên hội đồng | Sau mỗi đợt đồ án, đề án, luận văn |",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
"trong điều công nhận tốt nghiệp và cấp bằng thạc sĩ Nêu hai trong số các điều kiện bắt buộc để học viên được công nhận tốt nghiệp, bao gồm yêu cầu về kết quả học tập và tình trạng pháp lý.","Hai điều kiện bắt buộc là: a) Đã hoàn thành các học phần của chương trình đào tạo và bảo vệ luận văn, đề án đạt yêu cầu; c) Hoàn thành các trách nhiệm theo quy định của cơ sở đào tạo; không bị truy cứu trách nhiệm hình sự và không trong thời gian bị kỷ luật, đình chỉ học tập.",a. Cho đến thời điểm xét tốt nghiệp không bị truy cứu trách nhiệm hình sự hoặc không đang trong thời gian bị kỷ luật ở mức đình chỉ học tập;,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
"trong điều công nhận tốt nghiệp và cấp bằng thạc sĩ Trình độ ngoại ngữ tối thiểu để học viên được công nhận tốt nghiệp là gì, và theo Khung năng lực nào?","Học viên phải có trình độ ngoại ngữ đạt yêu cầu theo chuẩn đầu ra của chương trình đào tạo, tương đương Bậc 4 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.",Bậc trình độ dựa trên Khung năng lực Tiếng Anh 6 bậc của Việt Nam có trong Phụ lục I của quy định này.,"07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
"Đối với trường hợp nghỉ học tạm thời vì lý do cá nhân khác, học viên phải đáp ứng điều kiện gì về thời gian học tập tại cơ sở đào tạo, và thời gian nghỉ này có được tính vào thời gian tối đa để hoàn thành khóa học không?",Học viên phải hoàn thành ít nhất một học kỳ ở cơ sở đào tạo và thời gian nghỉ học tạm thời này phải được tính vào thời gian tối đa để hoàn thành khóa học.,Thời gian kế hoạch học tập chuẩn toàn khóa phải đảm bảo đa số sinh viên hoàn thành chương trình đào tạo.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"Nêu hai trong số các yêu cầu bắt buộc mà học viên phải đáp ứng để được xét chuyển cơ sở đào tạo, chuyển nơi học và chuyển chương trình đào tạo.",Hai yêu cầu bắt buộc là: a) Đạt điều kiện trúng tuyển của chương trình đào tạo xin chuyển đến và cơ sở đào tạo xin chuyển đến chưa vượt quá năng lực đào tạo; d) Còn đủ thời gian để hoàn thành chương trình đào tạo theo quy định tại khoản 2 Điều 3 Quy chế này và không đang trong thời gian bị kỷ luật từ cảnh cáo trở lên.,"- b) Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo tại cơ sở đào tạo chính của Học viện hoặc Phân hiệu trong cùng khóa tuyển sinh;
- c) Nơi chuyển đến là cơ sở đào tạo chính của Học viện hoặc Phân hiệu của Học viện có đủ các điều kiện bảo đảm chất lượng, chưa vượt quá năng lực đào tạo đối với chương trình, ngành đào tạo đó theo quy định hiện hành của Bộ Giáo dục và Đào tạo;
- d) Được sự đồng ý của cơ quan phụ trách đào tạo và thủ trưởng cơ sở đào tạo.
2. Sinh viên đang đào tạo ở cơ sở đào tạo đại học khác được xem xét tiếp nhận về đào tạo tại Học viện khi có đủ các điều kiện sau:
- a)  Không  đang  là  sinh  viên  trình  độ  năm  thứ  nhất  hoặc  năm  cuối  khóa, không thuộc diện bị xem xét buộc thôi học và còn đủ thời gian học tập theo quy định tại khoản 6 Điều 2 của Quy chế này;
- b) Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo cùng khóa tuyển sinh của Học viện;
- c) Học viện có đủ các điều kiện bảo đảm chất lượng, chưa vượt quá năng lực đào tạo đối với chương trình, ngành đào tạo đó theo quy định hiện hành của Bộ Giáo dục và Đào tạo;
- d)  Được  sự  đồng  ý  của  hiệu  trưởng  cơ  sở  đào  tạo  xin  chuyển  đi  và  thủ trưởng cơ sở đào tạo của Học viện (cơ sở mà sinh viên xin chuyển đến).
9. đ) Việc công nhận các học phần đã tích lũy của sinh viên chuyển đến theo quy định tại Điều 20 của Quy chế này.
3. Sinh viên được xem xét chuyển từ đào tạo theo hình thức chính quy sang hình thức vừa làm vừa học nếu còn đủ thời gian học tập theo quy định đối với hình thức vừa làm vừa học.",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Cơ sở đào tạo ở nước ngoài được xem là cơ sở đào tạo phối hợp khi đáp ứng yêu cầu nào về chất lượng và cấp bằng?,"Cơ sở đào tạo ở nước ngoài phải là cơ sở giáo dục đại học, được cơ quan có thẩm quyền về giáo dục nước sở tại công nhận về chất lượng, cho phép đào tạo và cấp bằng thạc sĩ trong nhóm ngành tương ứng.","c) Nâng cao chất lượng giáo dục và đào tạo, đáp ứng yêu cầu về nguồn nhân lực khoa học và công nghệ trình độ cao của ngành, đất nước, kết hợp thực hiện các nhiệm vụ khoa học với các nhiệm vụ đào tạo, đặc biệt là đào tạo trình độ Thạc sĩ và Tiến sĩ.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"Theo nguyên tắc thực hiện trao đổi học viên, số lượng tín chỉ được công nhận khi học viên theo học tại cơ sở đào tạo phối hợp có giới hạn tối đa là bao nhiêu phần trăm (%) tổng số tín chỉ của chương trình đào tạo đang theo học?",Số lượng tín chỉ được công nhận không quá $25\%$ tổng số tín chỉ của chương trình đào tạo học viên đang theo học. 2,a. Có khối lượng của các học phần phải học lại hoặc thi lại vượt quá 5% so với tổng số tín chỉ quy định cho toàn Chương trình đào tạo;,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
"Nêu hai trong số các hành vi vi phạm mà nếu mắc phải, học viên sẽ bị buộc thôi học và bằng thạc sĩ (nếu đã cấp) sẽ bị thu hồi theo Khoản 3 Điều 16.","Hai hành vi vi phạm là: a) Có hành vi gian lận trong tuyển sinh, học tập, bảo vệ luận văn, đề án hoặc gian lận trong hồ sơ cấp văn bằng; b) Nhờ hoặc thuê người khác làm hộ luận văn, đề án.","1. Sinh viên có gian lận trong thi, kiểm tra, đánh giá kết quả học tập sẽ bị xử lý kỷ luật đối với từng học phần đã vi phạm theo các quy định của Quy chế thi tốt nghiệp Trung học phổ thông hiện hành do Bộ Giáo dục và Đào tạo ban hành, trừ trường hợp quy định tại khoản 2 Điều này.
2. Sinh viên thi hộ hoặc nhờ người thi hộ đều bị kỷ luật ở mức đình chỉ học tập một năm đối với trường hợp vi phạm lần thứ nhất và buộc thôi học đối với trường hợp vi phạm lần thứ hai.
3. Người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp sẽ bị buộc thôi học; văn bằng tốt nghiệp nếu đã được cấp sẽ bị thu hồi, huỷ bỏ.",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Đơn vị khảo thí tại Cơ sở chính của Học viện Kỹ thuật mật mã là gì?,Đơn vị khảo thí tại Cơ sở chính là Phòng Khảo thí và Đảm bảo chất lượng đào tạo.,'Đơn vị khảo thí' tại Cơ sở chính là Phòng Khảo thí và Đảm bảo chất lượng đào tạo,00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Đơn vị đảm bảo chất lượng tại Phân hiệu của Học viện Kỹ thuật mật mã là gì?,Đơn vị đảm bảo chất lượng tại Phân hiệu là Ban Khảo thí và Đảm bảo chất lượng đào tạo.,"'Đơn vị đảm bảo chất lượng' tại Cơ sở chính là Phòng Khảo thí và Đảm bảo chất lượng đào tạo, tại Phân hiệu là Ban Khảo thí và Đảm bảo chất lượng đào tạo.",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Hệ thống thi trên máy của Học viện Kỹ thuật mật mã dựa trên phần mềm nào?,Hệ thống thi trên máy của Học viện dựa trên phần mềm iTest.,"'Hệ thống thi trên máy của Học viện' là hệ thống công nghệ thông tin dựa trên phần mềm iTest với khả năng tổ chức thi trắc nghiệm, thi tự luận và thi nói.",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Thời gian ôn thi dành cho mỗi tín chỉ trong học phần thi kết thúc học phần được quy định tối thiểu là bao nhiêu?,Thời gian ôn thi cho mỗi học phần ít nhất là 2/3 ngày cho một tín chỉ.,"Thời gian dành cho ôn thi mỗi học phần phụ thuộc số tín chỉ của học phần đó, ít nhất là 2/3 ngày cho một tín chỉ.",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Số lần dự thi kết thúc học phần tối đa đối với mỗi học phần là bao nhiêu lần?,"Với mỗi học phần, mỗi HVSV được phép dự thi kết thúc học phần tối đa 2 lần.","Với mỗi học phần, mỗi HVSV được phép dự thi kết thúc học phần tối đa 2 lần.",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Nêu ba trường hợp được coi là hoãn thi kết thúc học phần có lý do chính đáng?,"Ba trường hợp gồm: Đang điều trị nội trú ở cơ sở y tế trong thời gian thi, Bị tai nạn vào ngày thi trước thời gian thi, Có người thân qua đời trong vòng 3 ngày trước ngày thi.","- Đang điều trị nội trú ở cơ sở y tế trong thời gian thi.
- Bị tai nạn vào ngày thi, trước thời gian thi.
- Có người thân qua đời trong vòng 3 ngày trước ngày thi.",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Thủ tục hoãn thi đối với học viên sinh viên đại học phải nộp về đơn vị nào?,Học viên sinh viên đại học phải nộp đơn hoãn thi về Đơn vị quản lý HVSV.,- Đối với HVSV đại học: nộp về Đơn vị quản lý HVSV.,00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
Công tác khảo thí của Học viện Kỹ thuật mật mã bao gồm những hoạt động nào?,"Bao gồm kiểm tra thường xuyên, thi giữa kỳ, thi kết thúc học phần, thi tốt nghiệp, đồ án/luận văn/đề án tốt nghiệp trong các chương trình đào tạo đại học và cao học.","quy định về công tác khảo thí của Học viện Kỹ thuật mật mã ( sau đây gọi là Học viện ), bao gồm: kiểm tra thường xuyên, thi giữa kỳ, thi kết thúc học phần, thi tốt nghiệp, đồ án/luận văn/đề án tốt nghiệp trong các chương trình đào tạo đại học và cao học.",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
"Theo quy chế, thời gian thực hiện tối đa cho một nhiệm vụ khoa học và công nghệ cấp Ban (Bộ) là bao nhiêu tháng?",Nhiệm vụ khoa học và công nghệ cấp Ban có thời gian thực hiện không quá 24 tháng.,Nhiệm vụ KH-CN cấp Ban có thời gian thực hiện không quá 24 tháng.,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Thời gian thực hiện tối đa cho một nhiệm vụ khoa học và công nghệ cấp cơ sở tại Học viện Kỹ thuật mật mã là bao nhiêu tháng?,Nhiệm vụ khoa học và công nghệ cấp cơ sở có thời gian thực hiện không quá 12 tháng.,Nhiệm vụ KH-CN cấp cơ sở có thời gian thực hiện không quá 12 tháng.,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Thế nào là một nhiệm vụ khoa học và công nghệ không hoàn thành theo Quy chế hoạt động khoa học công nghệ?,"Là nhiệm vụ bị đình chỉ trong quá trình thực hiện theo quyết định của cơ quan có thẩm quyền hoặc nhiệm vụ được hội đồng tư vấn đánh giá nghiệm thu cấp quản lý đánh giá ""Không đạt"".",Là nhiệm vụ bị đình chỉ trong quá trình thực hiện theo quyết định của cơ quan có thẩm quyền phê duyệt nhiệm vụ do sai phạm hoặc không hoàn thành nhiệm vụ; hoặc nhiệm vụ được Hội đồng tư vấn đánh giá nghiệm thu cấp quản lý đánh giá “Không đạt”.,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Đề nghị ban hành Quy chế hoạt động khoa học và công nghệ trong Học viện Kỹ thuật mật mã là của đơn vị nào?,Đề nghị ban hành quy chế là của Trưởng Phòng Khoa học công nghệ và Hợp tác phát triển.,Theo đề nghị của Trưởng Phòng Khoa học công nghệ và Hợp tác phát triển.,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Hoạt động đổi mới sáng tạo theo Quy chế hoạt động khoa học công nghệ được định nghĩa là gì?,"Là hoạt động tạo ra, ứng dụng thành tựu, giải pháp kỹ thuật, công nghệ, giải pháp quản lý để nâng cao hiệu quả phát triển kinh tế - xã hội, nâng cao năng suất, chất lượng, giá trị gia tăng của sản phẩm, hàng hóa.","Hoạt động đổi mới sáng tạo là hoạt động tạo ra, ứng dụng thành tựu, giải pháp kỹ thuật, công nghệ, giải pháp quản lý để nâng cao hiệu quả phát triển kinh tế - xã hội, nâng cao năng suất, chất lượng, giá trị gia tăng của sản phẩm, hàng hóa.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Chức năng của Hội đồng Khoa học và Đào tạo là gì?,Là tổ chức có chức năng tham mưu cho Giám đốc về các vấn đề liên quan đến định hướng phát triển khoa học công nghệ và đào tạo của Học viện.,Hội đồng Khoa học và Đào tạo: là tổ chức có chức năng tham mưu cho Giám đốc về các vấn đề liên quan đến định hướng phát triển khoa học công nghệ và đào tạo của Học viện.,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"Cơ quan nào làm đầu mối tổ chức, hướng dẫn quy trình, quản lý hồ sơ và nghiệm thu đánh giá cấp cơ sở các nhiệm vụ KH-CN cấp trên quản lý?",Phòng Khoa học công nghệ và Hợp tác phát triển.,"Phòng Khoa học công nghệ và Hợp tác phát triển: là đơn vị tham mưu và trực tiếp giúp Giám đốc tổ chức, quản lý, giám sát các hoạt động khoa học và công nghệ của toàn Học viện, có trách nhiệm:
...
đ) Là đầu mối tổ chức, hướng dẫn quy trình, quản lý hồ sơ, đôn đốc việc thực hiện, kiểm tra định kỳ và nghiệm thu đánh giá cấp cơ sở các nhiệm vụ KH-CN cấp trên quản lý.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"Cơ quan nào phối hợp với Phòng Khoa học công nghệ và Hợp tác phát triển để xây dựng kế hoạch, phân bổ ngân sách hàng năm cho các hoạt động khoa học và công nghệ?",Phòng Kế hoạch – Tài chính.,"Phối hợp với Phòng Kế hoạch – Tài chính xây dựng kế hoạch, phân bổ ngân sách hàng năm cho các hoạt động khoa học và công nghệ.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Học phí trong học kỳ hè (học kỳ phụ) của sinh viên hệ đại học chính quy được tính như thế nào?,"Học phí trong học kỳ hè được tính bằng 1,5 lần mức học phí quy định hiện hành.","Học phí trong học kỳ hè (học kỳ phụ vào dịp hè) được tính bằng 1,5 lần mức học phí quy định hiện hành",01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Số lượng cố vấn học tập tối thiểu được bố trí cho mỗi lớp quản lý sinh viên hệ đại học chính quy là bao nhiêu?,Mỗi lớp quản lý sẽ có ít nhất một Giáo viên chủ nhiệm và hai Cố vấn học tập.,mỗi lớp học sẽ có ít nhất một Giáo viên chủ nhiệm và hai Cố vấn học tập.,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Sinh viên hệ đại học chính quy đăng ký khối lượng học tập vào thời điểm nào?,"Sinh viên đăng ký các học phần trước khi bước vào học kỳ mới, hoàn thành trong tuần đầu tiên của mỗi học kỳ.","Trước khi bước vào học kỳ mới, Học viện công bố kế hoạch học tập (kèm theo thời khóa biểu), sinh viên đăng ký các học phần dưới sự tư vấn của Cố vấn học tập, việc đăng ký hoàn thành trong tuần đầu tiên của mỗi học kỳ.",01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Một sinh viên hệ đại học chính quy được phân loại học lực hạng yếu (không đạt) khi nào?,"Khi điểm trung bình tích lũy đạt dưới 2,00 và chưa bị buộc thôi học.","Hạng yếu (không đạt): điểm trung bình tích lũy dưới 2,00 và chưa bị rơi vào trường hợp buộc thôi học.",01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Công thức tính Điểm kiểm tra học phần (ĐKTHP) của sinh viên hệ đại học chính quy là gì?,"ĐKTHP = 0,7 x ĐKTTX + 0,3 x ĐĐGYT (trong đó ĐKTTX là điểm kiểm tra thường xuyên và ĐĐGYT là điểm đánh giá ý thức).","Điểm kiểm tra học phần (ĐKTHP) sẽ được tính theo công thức:

ĐKTHP=0,7 x ĐKTTX + 0,3 x ĐĐGYT",01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Trường hợp sinh viên đại học chính quy vắng mặt quá bao nhiêu % số tiết học của một học phần thì sẽ bị cấm thi kết thúc học phần đó?,Sinh viên vắng mặt quá 25% số tiết học phần nào sẽ bị cấm thi kết thúc học phần của học phần đó.,Sinh viên vắng mặt quá 25% số tiết học phần nào sẽ không đủ điều kiện dự thi kết thúc học phần của học phần đó và phải đăng ký học lại học phần đó,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Thời hạn khiếu nại về việc không đủ điều kiện dự thi kết thúc học phần của sinh viên hệ đại học chính quy là bao lâu?,Sinh viên có 1 tuần sau ngày công bố danh sách để khiếu nại kèm minh chứng.,mọi khiếu nại về việc không đủ điều kiện dự thi của sinh viên phải được phản hồi kèm minh chứng trong thời gian 1 tuần sau ngày công bố danh sách để được xem xét.,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Thời gian tổ chức kỳ thi phụ kết thúc học phần cho sinh viên hệ đại học chính quy được quy định như thế nào?,Được tổ chức sớm nhất là hai tuần sau kỳ thi chính.,Kỳ thi phụ thi kết thúc học phần sẽ được tổ chức dành cho những sinh viên không tham dự kỳ thi chính hoặc có học phần bị điểm F ở kỳ thi chính và được tổ chức sớm nhất là hai tuần sau kỳ thi chính.,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Chu trình nào được Học viện Kỹ thuật mật mã khuyến khích áp dụng trong mọi mặt hoạt động đảm bảo chất lượng?,Học viện khuyến khích áp dụng chu trình PDCA (Plan - Do - Check - Act) trong mọi mặt hoạt động.,Học viện khuyến khích áp dụng chu trình PDCA (Plan - Do - Check Act) trong mọi mặt hoạt động.,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Thời hạn lưu giữ minh chứng đảm bảo chất lượng giáo dục tối thiểu là bao nhiêu năm?,Thời hạn lưu giữ minh chứng tối thiểu là 5 năm (một chu kỳ kiểm định chất lượng) kể từ thời điểm phát sinh.,Thời hạn lưu giữ minh chứng tối thiểu 5 năm (một chu kỳ kiểm định chất lượng) kể từ thời điểm phát sinh minh chứng.,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
"Cơ quan nào chủ trì tổ chức lấy ý kiến phản hồi về các nhiệm vụ thường xuyên, định kỳ của Học viện Kỹ thuật mật mã?",Phòng Khảo thí và Đảm bảo chất lượng đào tạo (Phòng KT&ĐBCLĐT).,"Phòng KT&ĐBCLĐT chủ trì tổ chức lấy ý kiến phản hồi về các nhiệm vụ thường xuyên, định kỳ của Học viện.",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Việc lấy ý kiến phản hồi đối với hoạt động giảng dạy của người học được thực hiện theo chu kỳ nào?,Được thực hiện theo học kỳ.,|    2 | Hoạt động giảng dạy                                                                                                                        | Người học                                           | Theo học kỳ                        |,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Đối tượng lấy ý kiến phản hồi về chương trình đào tạo của Học viện Kỹ thuật mật mã là ai?,Học viên sinh viên (HVSV) năm cuối và Cựu HVSV.,|    1 | Chương trình đào tạo                                                                                                                       | - HVSV năm cuối - Cựu HVSV                          |,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
"Thời điểm lấy ý kiến phản hồi của cán bộ, giảng viên về việc đảm bảo điều kiện làm việc là khi nào?",Lấy ý kiến vào tháng 10 hàng năm.,"|    7 | Việc đảmbảođiều kiện làm việc (cơ sở vật chất, chế độ đãi ngộ, đào tạo...) cho cán bộ; sự phối hợp trong công tác giữa các cơ quan, đơn vị | Cán bộ, giảng viên                                  | Tháng 10 hàng năm                  |",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Đơn vị nào chịu trách nhiệm lưu giữ bản gốc minh chứng đảm bảo chất lượng giáo dục khi nó phát sinh?,Tổ chức phát sinh minh chứng có trách nhiệm lưu giữ bản gốc minh chứng.,Minh chứng phát sinh ở tổ chức nào thì tổ chức đó có trách nhiệm lưu giữ bản gốc minh chứng; trường hợp bản gốc minh chứng cần được chuyển giao cho đơn vị khác thì trách nhiệm lưu giữ thuộc về đơn vị tiếp nhận.,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Ai là người phê duyệt nội dung lấy ý kiến phản hồi (mẫu phiếu lấy ý kiến) do Phòng Khảo thí và Đảm bảo chất lượng đào tạo thực hiện?,Nội dung lấy ý kiến phản hồi phải được phê duyệt bởi Giám đốc Học viện.,Nội  dung  lấy  ý  kiến  phản  hồi  (mẫu  phiếu  lấy  ý  kiến)  do  Phòng KT&ĐBCLĐT thực hiện phải được phê duyệt bởi Giám đốc Học viện; kết quả lấy ý kiến phản hồi được xử lý tổng hợp báo cáo Giám đốc Học viện;,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Khối lượng học tập tối thiểu đối với chương trình đào tạo đại học cấp bằng cử nhân là bao nhiêu tín chỉ?,Khối lượng học tập tối thiểu là 120 tín chỉ (không bao gồm giáo dục thể chất và giáo dục quốc phòng - an ninh).,"Chương  trình  đào  tạo  đại  học  cấp  bằng  cử  nhân,  khối  lượng  học  tập  tối thiểu là 120 tín chỉ (chưa bao gồm khối lượng giáo dục thể chất và giáo dục quốc phòng - an ninh).",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Khối lượng học tập tối thiểu đối với chương trình đào tạo đại học cấp bằng kỹ sư được quy định là bao nhiêu?,Khối lượng học tập tối thiểu là 150 tín chỉ (không bao gồm giáo dục thể chất và giáo dục quốc phòng - an ninh).,"Chương  trình  đào  tạo  đại  học  cấp  bằng  kỹ  sư,  khối  lượng  học  tập  tối thiểu là 150 tín chỉ (chưa bao gồm khối lượng giáo dục thể chất và giáo dục quốc phòng - an ninh).",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Thời gian theo kế hoạch học tập chuẩn toàn khóa đối với đào tạo chính quy cấp bằng cử nhân là mấy năm?,Thời gian học tập chuẩn toàn khóa đối với cử nhân là 4 năm (8 học kỳ).,Thời  gian  kế  hoạch  học  tập  chuẩn  toàn  khóa  đối  với  hình  thức  đào  tạo chính quy cấp bằng cử nhân là 4 năm (8 học kỳ).,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Thời gian theo kế hoạch học tập chuẩn toàn khóa đối với hình thức đào tạo chính quy cấp bằng kỹ sư là bao lâu?,"Từ 4,5 đến 5 năm (tương ứng từ 9 đến 10 học kỳ).","Thời  gian  kế  hoạch  học  tập  chuẩn  toàn  khóa  đối  với  hình  thức  đào  tạo chính quy cấp bằng kỹ sư là từ 4,5 đến 5 năm (9 đến 10 học kỳ).",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Thời gian tối đa để hoàn thành khóa học đối với đào tạo đại học chính quy chương trình cử nhân là bao nhiêu năm?,Không quá 06 năm học đối với chương trình đào tạo cử nhân.,"Đào tạo đại học chính quy: không quá 06 năm học đối với chương trình đào tạo cử nhân, không quá 08 năm học đối với chương trình đào tạo kỹ sư.",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Thời gian tối đa để hoàn thành khóa học đối với đào tạo đại học chính quy chương trình kỹ sư là bao nhiêu năm?,Không quá 08 năm học đối với chương trình đào tạo kỹ sư.,không quá 08 năm học đối với chương trình đào tạo kỹ sư.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Thời gian tối đa để hoàn thành khóa học đối với đào tạo đại học vừa làm vừa học của chương trình cử nhân và kỹ sư được quy định thế nào?,Không quá 07 năm học đối với chương trình cử nhân và không quá 09 năm đối với chương trình kỹ sư.,"Đào tạo đại học vừa làm vừa học: không quá 07 năm học đối với chương trình đào tạo cử nhân, không quá 09 năm đối với chương trình đào tạo kỹ sư.",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Quy chế đào tạo trình độ đại học này được ban hành theo đề nghị của ai?,Theo đề nghị của Trưởng phòng Đào tạo.,Theo đề nghị của Trưởng phòng Đào tạo.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Quyết định số 542/QĐ-HVM ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục tại Học viện Kỹ thuật mật mã được ký vào ngày tháng năm nào?,Quyết định được ký vào ngày 31 tháng 5 năm 2023.,"Hà Nội, ngày 31 tháng 5 năm 2023

## QUYẾT ĐỊNH

## Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục tại Học viện Kỹ thuật mật mã",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
Quy định về hoạt động đảm bảo chất lượng giáo dục ban hành kèm theo Quyết định số 542/QĐ-HVM được xây dựng dựa trên đề nghị của ai?,Theo đề nghị của Trưởng phòng Khảo thí và Đảm bảo chất lượng đào tạo.,Theo đề nghị của Trưởng phòng Khảo thí và Đảm bảo chất lượng đào tạo.,03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
"Theo Quy định về hoạt động ĐBCLGD, chất lượng giáo dục được định nghĩa như thế nào?","Là sự đáp ứng các mục tiêu do cơ sở giáo dục đề ra, đảm bảo các yêu cầu về mục tiêu giáo dục của Luật giáo dục đại học, phù hợp với yêu cầu đào tạo nguồn nhân lực chất lượng cao cho Ngành Cơ yếu và cho xã hội.","Chất lượng giáo dục: là sự đáp ứng các mục tiêu do CSGD đề ra, đảm bảo các yêu cầu về mục tiêu giáo dục của Luật giáo dục đại học, phù hợp với yêu cầu đào tạo nguồn nhân lực chất lượng cao cho Ngành Cơ yếu và cho xã hội.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
